"index","第1層（大項目）","第2層（中項目）","第3層（小項目）","第4層（細小項目）","第5層（学修目標）"
1629.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","全身性：急性消化管出血"
1630.0,"G 臨床実習","G-2 臨床推論","G-2-7) 意識障害・失神","なし","全身性：肝不全"
1631.0,"G 臨床実習","G-2 臨床推論","G-2-8) けいれん","なし","脳血管障害：脳梗塞"
1632.0,"G 臨床実習","G-2 臨床推論","G-2-8) けいれん","なし","中毒：薬物依存症"
1633.0,"G 臨床実習","G-2 臨床推論","G-2-8) けいれん","なし","中毒：アルコール依存症"
1634.0,"G 臨床実習","G-2 臨床推論","G-2-8) けいれん","なし","感染症：脳炎"
1635.0,"G 臨床実習","G-2 臨床推論","G-2-8) けいれん","なし","感染症：脳症"
1636.0,"G 臨床実習","G-2 臨床推論","G-2-8) けいれん","なし","感染症：熱性けいれん"
1637.0,"G 臨床実習","G-2 臨床推論","G-2-9) めまい","なし","末梢性：良性発作性頭位めまい症"
1638.0,"G 臨床実習","G-2 臨床推論","G-2-9) めまい","なし","中枢性：脳出血"
1639.0,"G 臨床実習","G-2 臨床推論","G-2-9) めまい","なし","中枢性：脳梗塞"
1640.0,"G 臨床実習","G-2 臨床推論","G-2-9) めまい","なし","失神性：不整脈"
1641.0,"G 臨床実習","G-2 臨床推論","G-2-9) めまい","なし","失神性：肺塞栓症"
1642.0,"G 臨床実習","G-2 臨床推論","G-2-9) めまい","なし","失神性：弁膜症"
1643.0,"G 臨床実習","G-2 臨床推論","G-2-9) めまい","なし","心因性：パニック障害"
1644.0,"G 臨床実習","G-2 臨床推論","G-2-10) 脱水","なし","消化器：急性消化管出血"
1645.0,"G 臨床実習","G-2 臨床推論","G-2-10) 脱水","なし","消化器：乳児下痢症"
1646.0,"G 臨床実習","G-2 臨床推論","G-2-10) 脱水","なし","消化器：急性膵炎"
1647.0,"G 臨床実習","G-2 臨床推論","G-2-10) 脱水","なし","内分泌・代謝：糖尿病"
1648.0,"G 臨床実習","G-2 臨床推論","G-2-10) 脱水","なし","環境：熱中症"
1649.0,"G 臨床実習","G-2 臨床推論","G-2-10) 脱水","なし","環境：熱傷"
1650.0,"G 臨床実習","G-2 臨床推論","G-2-11) 浮腫","なし","局所性：深部静脈血栓症"
1651.0,"G 臨床実習","G-2 臨床推論","G-2-11) 浮腫","なし","全身性：心不全"
1652.0,"G 臨床実習","G-2 臨床推論","G-2-11) 浮腫","なし","全身性：ネフローゼ症候群"
1653.0,"G 臨床実習","G-2 臨床推論","G-2-11) 浮腫","なし","全身性：慢性腎臓病"
1654.0,"G 臨床実習","G-2 臨床推論","G-2-11) 浮腫","なし","全身性：肝硬変"
1655.0,"G 臨床実習","G-2 臨床推論","G-2-11) 浮腫","なし","全身性：甲状腺機能低下症"
1656.0,"G 臨床実習","G-2 臨床推論","G-2-12) 発疹","なし","感染症：ウイルス性発疹症（麻疹）"
1657.0,"G 臨床実習","G-2 臨床推論","G-2-12) 発疹","なし","感染症：ウイルス性発疹症（風疹）"
1658.0,"G 臨床実習","G-2 臨床推論","G-2-12) 発疹","なし","感染症：ウイルス性発疹症（水痘）"
1659.0,"G 臨床実習","G-2 臨床推論","G-2-12) 発疹","なし","感染症：ウイルス性発疹症（ヘルペス）"
1660.0,"G 臨床実習","G-2 臨床推論","G-2-12) 発疹","なし","アレルギー、自己免疫：蕁麻疹"
1661.0,"G 臨床実習","G-2 臨床推論","G-2-12) 発疹","なし","アレルギー、自己免疫：薬疹"
1662.0,"G 臨床実習","G-2 臨床推論","G-2-12) 発疹","なし","アレルギー、自己免疫：全身性エリテマトーデス<SLE>"
1663.0,"G 臨床実習","G-2 臨床推論","G-2-13) 咳・痰","なし","感染症：気管支炎"
1664.0,"G 臨床実習","G-2 臨床推論","G-2-13) 咳・痰","なし","感染症：肺炎"
1665.0,"G 臨床実習","G-2 臨床推論","G-2-13) 咳・痰","なし","感染症：副鼻腔炎"
1666.0,"G 臨床実習","G-2 臨床推論","G-2-13) 咳・痰","なし","腫瘍：肺癌"
1667.0,"G 臨床実習","G-2 臨床推論","G-2-13) 咳・痰","なし","特発性：間質性肺疾患"
1668.0,"G 臨床実習","G-2 臨床推論","G-2-13) 咳・痰","なし","自己免疫：気管支喘息"
1669.0,"G 臨床実習","G-2 臨床推論","G-2-13) 咳・痰","なし","消化器：胃食道逆流症<GERD>"
1670.0,"G 臨床実習","G-2 臨床推論","G-2-14) 血痰・喀血","なし","呼吸器：肺結核"
1671.0,"G 臨床実習","G-2 臨床推論","G-2-14) 血痰・喀血","なし","呼吸器：肺癌"
1672.0,"G 臨床実習","G-2 臨床推論","G-2-14) 血痰・喀血","なし","心血管系：僧帽弁膜症"
1673.0,"G 臨床実習","G-2 臨床推論","G-2-14) 血痰・喀血","なし","心血管系：心不全"
1674.0,"G 臨床実習","G-2 臨床推論","G-2-14) 血痰・喀血","なし","出血傾向：白血病"
1675.0,"G 臨床実習","G-2 臨床推論","G-2-14) 血痰・喀血","なし","出血傾向：播種性血管内凝固<DIC>"
1676.0,"G 臨床実習","G-2 臨床推論","G-2-15) 呼吸困難","なし","呼吸器：肺塞栓症"
1677.0,"G 臨床実習","G-2 臨床推論","G-2-15) 呼吸困難","なし","呼吸器：急性呼吸促(窮)迫症候群<ARDS>"
1678.0,"G 臨床実習","G-2 臨床推論","G-2-15) 呼吸困難","なし","呼吸器：気管支喘息"
1679.0,"G 臨床実習","G-2 臨床推論","G-2-15) 呼吸困難","なし","呼吸器：慢性閉塞性肺疾患<COPD>"
1680.0,"G 臨床実習","G-2 臨床推論","G-2-15) 呼吸困難","なし","呼吸器：緊張性気胸"
1681.0,"G 臨床実習","G-2 臨床推論","G-2-15) 呼吸困難","なし","循環器：心不全"
1682.0,"G 臨床実習","G-2 臨床推論","G-2-15) 呼吸困難","なし","心因性：パニック障害"
1683.0,"G 臨床実習","G-2 臨床推論","G-2-15) 呼吸困難","なし","心因性：過換気症候群"
1684.0,"G 臨床実習","G-2 臨床推論","G-2-16) 胸痛","なし","呼吸器：肺塞栓症"
1685.0,"G 臨床実習","G-2 臨床推論","G-2-16) 胸痛","なし","呼吸器：気胸"
1686.0,"G 臨床実習","G-2 臨床推論","G-2-16) 胸痛","なし","循環器：急性冠症候群"
1687.0,"G 臨床実習","G-2 臨床推論","G-2-16) 胸痛","なし","消化器：胃食道逆流症<GERD>"
1688.0,"G 臨床実習","G-2 臨床推論","G-2-16) 胸痛","なし","心因性：パニック障害"
1689.0,"G 臨床実習","G-2 臨床推論","G-2-17) 動悸","なし","循環器：不整脈"
1690.0,"G 臨床実習","G-2 臨床推論","G-2-17) 動悸","なし","二次性：甲状腺機能亢進症"
1691.0,"G 臨床実習","G-2 臨床推論","G-2-17) 動悸","なし","心因性：パニック障害"
1692.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","循環器：心不全"
1693.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","呼吸器：肺炎"
1694.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","呼吸器：肺結核"
1695.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","呼吸器：肺癌"
1696.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","消化器：肝硬変"
1697.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","消化器：急性膵炎"
1698.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","自己免疫：関節リウマチ"
1699.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","自己免疫：全身性エリテマトーデス<SLE>"
1700.0,"G 臨床実習","G-2 臨床推論","G-2-18) 胸水","なし","腎・泌尿器：ネフローゼ症候群"
1701.0,"G 臨床実習","G-2 臨床推論","G-2-19) 嚥下困難・障害","なし","神経：脳出血"
1702.0,"G 臨床実習","G-2 臨床推論","G-2-19) 嚥下困難・障害","なし","神経：脳梗塞"
1703.0,"G 臨床実習","G-2 臨床推論","G-2-19) 嚥下困難・障害","なし","呼吸器：扁桃炎"
1704.0,"G 臨床実習","G-2 臨床推論","G-2-19) 嚥下困難・障害","なし","呼吸器：肺癌"
1705.0,"G 臨床実習","G-2 臨床推論","G-2-19) 嚥下困難・障害","なし","消化器：胃食道逆流症<GERD>"
1706.0,"G 臨床実習","G-2 臨床推論","G-2-19) 嚥下困難・障害","なし","消化器：食道癌"
1707.0,"G 臨床実習","G-2 臨床推論","G-2-19) 嚥下困難・障害","なし","心因性：身体症状症"
1708.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：機能性ディスペプシア<FD>"
1709.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：過敏性腸症候群"
1710.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：炎症性腸疾患"
1711.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：消化性潰瘍"
1712.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：急性虫垂炎"
1713.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：胆石症"
1714.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：急性膵炎"
1715.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：腸閉塞"
1716.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","消化器：鼠径ヘルニア"
1717.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","泌尿・生殖器：尿路結石"
1718.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","泌尿・生殖器：流・早産"
1719.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","循環器：急性冠症候群"
1720.0,"G 臨床実習","G-2 臨床推論","G-2-20) 腹痛","なし","心因性：身体症状症"
1721.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","消化管：機能性ディスペプシア<FD>"
1722.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","消化管：腸閉塞"
1723.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","消化管：食中毒"
1724.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","循環器：急性心筋梗塞"
1725.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","神経：片頭痛"
1726.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","神経：脳出血"
1727.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","神経：くも膜下出血"
1728.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","神経：頭蓋内血腫"
1729.0,"G 臨床実習","G-2 臨床推論","G-2-21) 悪心・嘔吐","なし","精神：うつ病"
1730.0,"G 臨床実習","G-2 臨床推論","G-2-22) 吐血・下血","なし","（吐血）食道：食道静脈瘤"
1731.0,"G 臨床実習","G-2 臨床推論","G-2-22) 吐血・下血","なし","（吐血）食道：食道癌"
1732.0,"G 臨床実習","G-2 臨床推論","G-2-22) 吐血・下血","なし","（吐血）胃：消化性潰瘍"
1733.0,"G 臨床実習","G-2 臨床推論","G-2-22) 吐血・下血","なし","（吐血）胃：胃癌"
1734.0,"G 臨床実習","G-2 臨床推論","G-2-22) 吐血・下血","なし","（下血）上部消化管：食道静脈瘤"
1735.0,"G 臨床実習","G-2 臨床推論","G-2-22) 吐血・下血","なし","（下血）上部消化管：消化性潰瘍"
1736.0,"G 臨床実習","G-2 臨床推論","G-2-22) 吐血・下血","なし","（下血）下部消化管：炎症性腸疾患"
1737.0,"G 臨床実習","G-2 臨床推論","G-2-22) 吐血・下血","なし","（下血）下部消化管：大腸癌"
1738.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（便秘）機能性：過敏性腸症候群"
1739.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（便秘）機能性：甲状腺機能低下症"
1740.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（便秘）器質性：腸閉塞"
1741.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（便秘）器質性：大腸癌"
1742.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（下痢）炎症性：急性胃腸炎"
1743.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（下痢）炎症性：炎症性腸疾患"
1744.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（下痢）腸管運動異常：過敏性腸症候群"
1745.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（下痢）腸管運動異常：甲状腺機能亢進症"
1746.0,"G 臨床実習","G-2 臨床推論","G-2-23) 便秘・下痢","なし","（下痢）浸透圧性：慢性膵炎"
1747.0,"G 臨床実習","G-2 臨床推論","G-2-24) 黄疸","なし","抱合型：急性肝炎"
1748.0,"G 臨床実習","G-2 臨床推論","G-2-24) 黄疸","なし","抱合型：慢性肝炎"
1749.0,"G 臨床実習","G-2 臨床推論","G-2-24) 黄疸","なし","抱合型：肝硬変"
1750.0,"G 臨床実習","G-2 臨床推論","G-2-24) 黄疸","なし","抱合型：胆管炎"
1751.0,"G 臨床実習","G-2 臨床推論","G-2-24) 黄疸","なし","抱合型：膵癌"
1752.0,"G 臨床実習","G-2 臨床推論","G-2-24) 黄疸","なし","非抱合型：溶血性貧血"
1753.0,"G 臨床実習","G-2 臨床推論","G-2-25) 腹部膨隆（腹水を含む）・腫瘤","なし","消化管：腸閉塞"
1754.0,"G 臨床実習","G-2 臨床推論","G-2-25) 腹部膨隆（腹水を含む）・腫瘤","なし","消化管：大腸癌"
1755.0,"G 臨床実習","G-2 臨床推論","G-2-25) 腹部膨隆（腹水を含む）・腫瘤","なし","腹水：肝硬変"
1756.0,"G 臨床実習","G-2 臨床推論","G-2-25) 腹部膨隆（腹水を含む）・腫瘤","なし","腹水：ネフローゼ症候群"
1757.0,"G 臨床実習","G-2 臨床推論","G-2-25) 腹部膨隆（腹水を含む）・腫瘤","なし","腹水：心不全"
1758.0,"G 臨床実習","G-2 臨床推論","G-2-25) 腹部膨隆（腹水を含む）・腫瘤","なし","腫瘤：肝癌"
1759.0,"G 臨床実習","G-2 臨床推論","G-2-25) 腹部膨隆（腹水を含む）・腫瘤","なし","腫瘤：卵巣嚢腫"
1760.0,"G 臨床実習","G-2 臨床推論","G-2-26) 貧血","なし","鉄欠乏性貧血：消化性潰瘍"
1761.0,"G 臨床実習","G-2 臨床推論","G-2-26) 貧血","なし","鉄欠乏性貧血：痔核"
1762.0,"G 臨床実習","G-2 臨床推論","G-2-26) 貧血","なし","鉄欠乏性貧血：子宮筋腫"
1763.0,"G 臨床実習","G-2 臨床推論","G-2-26) 貧血","なし","造血器腫瘍：白血病"
